Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
1FMJK1JT9HEA32422,2017,Ford,Expedition,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),14 miles/gallon,20 miles/gallon,3.5L V6 DOHC 24V FFV,6A,4WD,"$51,861 USD"
JTHCF5C20A5039762,2010,Lexus,IS,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,26 miles/gallon,2.5L V6 24V DOHC,6A,4WD,"$35,475 USD"
1D7HU18N05S244181,2005,Dodge,Ram 1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 - 14 miles/gallon,17 - 18 miles/gallon,4.7L V8 SOHC 16V,5A,4WD,"$34,475 USD"
1C4RDJAG4EC383461,2014,Dodge,Durango,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,8A,AWD,"$32,195 USD"
1G1ZC5ST3HF102400,2017,Chevrolet,Malibu,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,1.5L L4 DOHC 16V,6A,FWD,
1G6KD54Y03U275281,2003,Cadillac,Deville,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,27 miles/gallon,4.6L V8 DOHC 32V,4A,FWD,"$44,400 USD"
JM3KFBCL8H0134850,2017,Mazda,CX-5,SPORT UTILITY 4-DR,Wagon,4,Gasoline,23 miles/gallon,29 miles/gallon,2.5L L4 DOHC 16V,6A,AWD,"$27,215 USD"
1G6AG5RX4D0133057,2013,Cadillac,ATS,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,2.0L L4 DOHC 16V,6A,RWD,
1FADP5AU5FL106372,2015,Ford,C-Max Hybrid,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,42 miles/gallon,37 miles/gallon,2.0L L4 DOHC 16V HYBRID,CVT,FWD,"$24,170 USD"
1FADP5AUXFL105685,2015,Ford,C-Max Hybrid,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,42 miles/gallon,37 miles/gallon,2.0L L4 DOHC 16V HYBRID,CVT,FWD,"$24,170 USD"
JA4AD3A3XGZ001112,2016,Mitsubishi,Outlander,SPORT UTILITY 4-DR,Wagon,5,Gasoline,25 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,CVT,FWD,"$23,995 USD"
WDDHF8JB5EB054251,2014,Mercedes-Benz,E-Class,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,30 miles/gallon,3.5L V6 DOHC 24V,7A,AWD,"$51,900 USD"
2C3CDZAG4FH912379,2015,Dodge,Challenger,COUPE 2-DR,Coupe,2,Gasoline,15 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,5A,RWD,"$26,995 USD"
WDDLJ9BB4EA107959,2014,Mercedes-Benz,CLS-Class,COUPE 4-DR,Coupe,4,Gasoline,18 miles/gallon,27 miles/gallon,4.7L V8 DOHC 32V,7A,AWD,"$72,100 USD"
5FNRL5H6XBB089682,2011,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,18 miles/gallon,27 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$34,450 USD"
1GNEK13T05J120112,2005,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,15 miles/gallon,19 miles/gallon,5.3L V8 OHV 16V,4A,4WD,"$39,515 USD"
5NPEC4AC6DH788210,2013,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$25,845 USD"
1GTR2WE77DZ132359,2013,GMC,Sierra 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),12 - 15 miles/gallon,18 - 21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$39,830 USD"
1C6RR7MT0ES331187,2014,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,15 miles/gallon,21 miles/gallon,5.7L V8 OHV 16V,8A,4WD,"$42,815 USD"
1N6AA1R75HN532184,2017,Nissan,Titan,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,,,5.6L V8  DOHC 32V,6A,RWD,
1GCHSAEA8F1184014,2015,Chevrolet,Colorado,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,,,2.5L L4 DOHC 16V GAS,6A,RWD,"$21,775 USD"
5N1AZ2MG0HN187523,2017,Nissan,Murano,SPORT UTILITY 4-DR,Wagon,4,Gasoline,21 miles/gallon,28 miles/gallon,3.5L V6 DOHC 24V,CVT,FWD,"$39,180 USD"
JA32U2FU8FU014716,2015,Mitsubishi,Lancer,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,34 miles/gallon,2.0L L4 SOHC 16V,CVT,FWD,"$18,295 USD"
1GC1KVC84EF165437,2014,Chevrolet,Silverado 2500HD,CREW CAB PICKUP 4-DR,Pickup,4,Diesel,,,6.6L V8 OHV 32V TURBO DIESEL,6A,4WD,"$38,050 USD"
1FT8W3BT7HEF20060,2017,Ford,F-350 SD,CREW CAB PICKUP 4-DR,Pickup,,Diesel,,,6.7L V8 OHV 16V DIESEL,6A,4WD,"$58,630 USD"
1FADP3L91HL313406,2017,Ford,Focus,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,22 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V,6M,FWD,"$24,775 USD"
1G1FH1R77J0142879,2018,Chevrolet,Camaro,COUPE 2-DR,Coupe,2,Gasoline,16 miles/gallon,25 miles/gallon,6.2L V8 OHV 16V,8A,RWD,"$42,000 USD"
2C4RDGBG7HR706513,2017,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$23,995 USD"
3MZBN1L73HM123998,2017,Mazda,MAZDA3,HATCHBACK 5-DR,Hatchback/Liftback/Notchback,5,Gasoline,28 miles/gallon,37 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$22,245 USD"
2GNALCEK1H6240966,2017,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,22 miles/gallon,32 miles/gallon,2.4L L4 DOHC 16V FFV,6A,FWD,"$26,750 USD"
1N4AL3AP5GC251619,2016,Nissan,Altima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,39 miles/gallon,2.5L L4 DOHC 16V,CVT,FWD,"$22,900 USD"
JF1GE6A6XBH519802,2011,Subaru,Impreza,SEDAN 4-DR,Sedan/Saloon,4,,20 miles/gallon,26 - 27 miles/gallon,2.5L H4 16V DOHC TURBO,4A,AWD,"$17,495 USD"
5XYKUDA24BG031723,2011,Kia,Sorento,SPORT UTILITY 4-DR,Wagon,4,Gasoline,18 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,6A,4WD,"$29,295 USD"
1FMCU0GD5JUC11534,2018,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,23 miles/gallon,30 miles/gallon,1.5L L4 DOHC 16V,6A,FWD,"$25,605 USD"
5NPDH4AE4FH602018,2015,Hyundai,Elantra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,1.8L L4 DOHC 16V,6A,FWD,"$21,700 USD"
KMHDH6AE1DU001403,2013,Hyundai,Elantra,COUPE 2-DR,Coupe,2,Gasoline,28 miles/gallon,39 miles/gallon,1.8L L4 DOHC 16V,6A,FWD,"$18,445 USD"
1G4GC5ED5BF189335,2011,Buick,LaCrosse,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 - 19 miles/gallon,27 - 30 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$29,555 USD"
2C3CCARG4FH842391,2015,Chrysler,300,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,27 miles/gallon,3.6L V6 SOHC 24V,8A,AWD,"$33,895 USD"
1GCRKSE75DZ197834,2013,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$35,010 USD"
4S4BP61C267300764,2006,Subaru,Outback,WAGON 4-DR,Wagon,4,,22 - 23 miles/gallon,28 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$24,795 USD"
1FT8W3CT4EEB87553,2014,Ford,F-350 SD,CREW CAB PICKUP 4-DR,Pickup,,Diesel,,,6.7L V8 OHV 16V DIESEL,6A,RWD,"$51,815 USD"
5NPEB4AC0CH311807,2012,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,6M,FWD,"$19,695 USD"
JTEEW44A982006292,2008,Toyota,Highlander Hybrid,SPORT UTILITY 4-DR,Wagon,5,Gasoline,27 miles/gallon,25 miles/gallon,3.3L V6 DOHC 24V HYBRID,CVT,4WD,"$39,950 USD"
JTHBJ46G672047032,2007,Lexus,ES 350,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,30 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$33,470 USD"
3FA6P0K95JR147701,2018,Ford,Fusion,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$30,250 USD"
1FM5K8F83GGC46632,2016,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,6A,4WD,"$43,300 USD"
1G1BC5SMXJ7134271,2018,Chevrolet,Cruze,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,29 miles/gallon,40 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,FWD,"$19,525 USD"
1N4AL3AP3HN320104,2017,Nissan,Altima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,39 miles/gallon,2.5L L4 DOHC 16V,CVT,FWD,"$22,900 USD"
1C4RJFBG9FC747976,2015,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 21 miles/gallon,20 - 28 miles/gallon,3.6L V6 DOHC 24V,8A,4WD,"$38,495 USD"
1GNSCCKC5GR229814,2016,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,5.3L V8 OHV 16V,6A,RWD,"$61,610 USD"
WVGUV7AX2HK029518,2017,Volkswagen,Tiguan,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,24 miles/gallon,2.0L L4 DOHC 16V TURBO,6A,AWD,"$34,580 USD"
2GKALSEK8F6154803,2015,GMC,Terrain,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 - 22 miles/gallon,24 - 32 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$29,820 USD"
WAUBFAFLXCN008593,2012,Audi,A4,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,29 miles/gallon,2.0L L4 DOHC 16V TURBO,6A,AWD,"$34,600 USD"
1FM5K8GT2GGB32057,2016,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,6A,4WD,"$43,300 USD"
WDDHF8HB2AA113634,2010,Mercedes-Benz,E-Class,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,26 miles/gallon,3.5L V6 DOHC 24V,7A,4WD,"$48,600 USD"
5N1AT2MV6GC771029,2016,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,32 miles/gallon,2.5L L4 DOHC 16V,CVT,AWD,"$24,490 USD"
KNDJN2A25G7321583,2016,Kia,Soul,WAGON 4-DR,Wagon,4,Gasoline,24 miles/gallon,30 miles/gallon,1.6L L4 DOHC 16V,6A,FWD,"$17,190 USD"
JN8AZ1MW7CW213502,2012,Nissan,Murano,SPORT UTILITY 4-DR,Wagon,4,Gasoline,18 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$38,000 USD"
1FT8W3CT7EEB36032,2014,Ford,F-350 SD,CREW CAB PICKUP 4-DR,Pickup,,Diesel,,,6.7L V8 OHV 16V DIESEL,6A,RWD,"$51,815 USD"
WVGBV7AX1CW600814,2012,Volkswagen,Tiguan,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,21 miles/gallon,27 miles/gallon,2.0L L4 DOHC 16V TURBO,6A,AWD,"$26,295 USD"
1GNKVJED4CJ221666,2012,Chevrolet,Traverse,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$37,675 USD"
1FT8W3CT6FED17754,2015,Ford,F-350 SD,CREW CAB PICKUP 4-DR,Pickup,,Diesel,,,6.7L V8 OHV 16V DIESEL,6A,RWD,"$53,100 USD"
WDCYC7DF6EX217983,2014,Mercedes-Benz,G-Class,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,12 miles/gallon,14 miles/gallon,5.5L V8 SOHC 24V,7A,4WD,"$135,700 USD"
3FA6P0LU6KR189010,2019,Ford,Fusion Hybrid,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,43 miles/gallon,41 miles/gallon,2.0L L4 DOHC 16V HYBRID,CVT,FWD,"$27,555 USD"
1G2ZG57N374205420,2007,Pontiac,G6,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 - 23 miles/gallon,29 - 33 miles/gallon,3.5L V6 OHV 12V,4A,FWD,"$18,800 USD"
JTMBF33V49D004784,2009,Toyota,RAV4,SPORT UTILITY 4-DR,Wagon,5,Gasoline,21 miles/gallon,27 miles/gallon,2.4L L4 DOHC 16V,4A,4WD,"$22,900 USD"
JTDKN3DU4A0202009,2010,Toyota,Prius,HATCHBACK 4-DR,Sedan/Saloon,,Gasoline,51 miles/gallon,48 miles/gallon,1.8L L4 DOHC 16V HYBRID,CVT,FWD,"$22,000 USD"
1FTFW1ET8EFB63520,2014,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,12 - 15 miles/gallon,16 - 21 miles/gallon,3.5L V6 TURBO,6A,4WD,"$42,260 USD"
JN8AF5MV6CT114873,2012,Nissan,Juke,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,30 miles/gallon,1.6L L4 DOHC 16V,CVT,4WD,"$21,420 USD"
55SWF4JB7GU174268,2016,Mercedes-Benz,C-Class,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,34 miles/gallon,2.0L L4 DOHC 16V,7A,RWD,"$38,950 USD"
WDC0G4JB9HF213597,2017,Mercedes-Benz,GLC-Class,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,22 miles/gallon,28 miles/gallon,2.0L L4 DOHC 16V TURBO,9A,RWD,"$39,150 USD"
JM1GJ1U51G1410060,2016,Mazda,Mazda6,HATCHBACK 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,38 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$22,995 USD"
5UXKR0C56E0K49964,2014,BMW,X5,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,18 miles/gallon,27 miles/gallon,3.0L L6 DOHC 24V,8A,AWD,"$55,100 USD"
2C4RDGCG3CR302051,2012,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Flexible Fuel Vehicle (FFV),17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$26,495 USD"
2T1BPRHE2FC259337,2015,Toyota,Corolla,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,30 miles/gallon,42 miles/gallon,1.8L L4 DOHC 16V,CVT,FWD,"$18,915 USD"
JF1GH61618H803769,2008,Subaru,Impreza,WAGON 4-DR,Hatchback/Liftback/Notchback,5,,20 miles/gallon,27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$17,495 USD"
1J8GN28K19W536542,2009,Jeep,Liberty,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,21 miles/gallon,3.7L V6 SOHC 12V,4A,4WD,"$24,625 USD"
5NPEB4AC6BH237727,2011,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$20,395 USD"
2FMDK39C38BB11755,2008,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$31,075 USD"
3N1AB7AP3GY215958,2016,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,30 miles/gallon,40 miles/gallon,1.8L L4  SFI DOHC 16V,CVT,FWD,"$18,030 USD"
2G1FB1E30F9234451,2015,Chevrolet,Camaro,COUPE 2-DR,Coupe,2,Gasoline,19 miles/gallon,30 miles/gallon,3.6L V6 DOHC 24V FFV,6A,RWD,"$24,995 USD"
WBAFU7C52BDU55875,2011,BMW,5-Series,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,29 miles/gallon,3.0L L6 DOHC 24V,8A,AWD,"$52,400 USD"
JTEZU5JR9J5173005,2018,Toyota,4Runner,SPORT UTILITY 4-DR,Wagon,5,Gasoline,17 miles/gallon,21 miles/gallon,4.0L V6 DOHC 24V,5A,RWD,"$34,410 USD"
5GAKVCED7CJ236409,2012,Buick,Enclave,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$41,715 USD"
4JGDA5HB2CA027986,2012,Mercedes-Benz,M-Class,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,7A,4WD,"$48,990 USD"
KNMAT2MV4JP547956,2018,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,32 miles/gallon,2.5L L4 DOHC 16V,CVT,AWD,"$27,250 USD"
1D8GU58K38W151950,2008,Dodge,Nitro,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,21 miles/gallon,3.7L V6 SOHC 12V,4A,4WD,"$24,935 USD"
1GCEK19098E152995,2008,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),14 miles/gallon,19 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$30,940 USD"
KNDMH4C77C6493932,2012,Kia,Sedona,SPORTS VAN,Wagon,,Gasoline,,,3.8L V6 DOHC 24V,5A,FWD,
4T3ZE11A09U017931,2009,Toyota,Venza,WAGON 5-DR,Wagon,5,Gasoline,21 miles/gallon,29 miles/gallon,2.7L L4 DOHC 16V,6A,FWD,"$25,975 USD"
1D4HN11H98B186185,2008,Dodge,Grand Caravan,CARGO VAN,Cargo Van,4,Gasoline,,,3.3L V6 OHV 12V,4A,FWD,
1FTPW14516FA32048,2006,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,14 miles/gallon,18 miles/gallon,5.4L V6 SOHC 16V,4A,4WD,"$35,635 USD"
1GTS7AF43B1185677,2011,GMC,Savana,CARGO VAN,Cargo Van,,Flexible Fuel Vehicle (FFV),15 miles/gallon,20 miles/gallon,5.3L V8 OHV 16V,4A,RWD,"$24,860 USD"
1GKKRTKD5EJ232597,2014,GMC,Acadia,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$46,675 USD"
1FBAX2CG1GKA31751,2016,Ford,Transit,PASSENGER VAN,Wagon,,Gasoline,14 miles/gallon,19 miles/gallon,3.5L V6 DOHC 24V,6A,RWD,"$38,285 USD"
WD0PD644465964767,2006,Dodge,Sprinter Van,CARGO VAN,Cargo Van,,Diesel,,,2.7L L5 DOHC 20V TURBO DIESEL,5A,RWD,"$30,160 USD"
2C4RC1FG9LR136789,2020,Chrysler,Pacifica,PASSENGER VAN,Minivan,4,Gasoline,19 miles/gallon,28 miles/gallon,3.6L V6 DOHC 24V,9A,FWD,"$39,545 USD"
3GCPCREC9FG113415,2015,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,18 miles/gallon,24 miles/gallon,5.3L V8 OHV 16V,6A,RWD,"$36,745 USD"
1FTYR2CM2KKA61456,2019,Ford,Transit,CARGO VAN,Van,,Gasoline,,,3.7L V6 DOHC 24V,6A,RWD,
WD0PD744165920750,2006,Dodge,Sprinter Van,CARGO VAN,Cargo Van,,Diesel,,,2.7L L5 DOHC 20V TURBO DIESEL,5A,RWD,"$34,125 USD"
1FBZX2YM2HKA28392,2017,Ford,Transit,PASSENGER VAN,Wagon,,Gasoline,14 miles/gallon,19 miles/gallon,3.7L V6 DOHC 24V,6A,RWD,"$38,165 USD"
WD3PE7DC3F5962411,2015,Mercedes-Benz,Sprinter,CARGO VAN,Truck,,Diesel,,,2.1L L4 DIESEL,7A,RWD,"$38,270 USD"
1FBAX2CM0HKA50346,2017,Ford,Transit,PASSENGER VAN,Wagon,,Gasoline,14 miles/gallon,19 miles/gallon,3.7L V6 DOHC 24V,6A,RWD,"$39,475 USD"
3N6CM0KN5FK696847,2015,Nissan,NV200,PASSENGER VAN,Van,,Gasoline,24 miles/gallon,26 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$21,710 USD"
1C6RR6KM7GS341059,2016,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Diesel,17 miles/gallon,25 miles/gallon,3.0L V6 DIESEL,8A,RWD,"$32,680 USD"
2G1WT58K879265083,2007,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),20 - 21 miles/gallon,29 - 31 miles/gallon,3.5L V6 OHV 12V FFV,4A,FWD,"$21,625 USD"
5XYKU3A15BG095545,2011,Kia,Sorento,SPORT UTILITY 4-DR,Wagon,4,Gasoline,21 miles/gallon,29 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$25,195 USD"
JM1BM1U76E1169497,2014,Mazda,MAZDA3,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,30 miles/gallon,41 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$18,445 USD"
3KPFK4A71HE032806,2017,Kia,Forte,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,34 miles/gallon,2.0L L4 DOHC 16V,6M,FWD,"$16,490 USD"
WDBCB25D0GA249190,1986,Mercedes-Benz,300,SEDAN 4-DR,Sedan/Saloon,4,,,,3.0L L6 SOHC 12V TURBO DIESEL,,RWD,
3N1AB7AP1DL768505,2013,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,"$15,990 USD"
JTHBK1EG3C2489757,2012,Lexus,ES 350,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,28 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$36,725 USD"
WA1LGAFE8DD009426,2013,Audi,Q7,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,3.0L V6 DOHC 24V TURBO,8A,AWD,"$46,800 USD"
2CNDL23F756011947,2005,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,19 miles/gallon,25 miles/gallon,3.4L V6 OHV 12V,5A,4WD,"$23,295 USD"
1FTFX1EF1DKF36698,2013,Ford,F-150,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,12 - 15 miles/gallon,16 - 21 miles/gallon,5.0L V8,6A,4WD,"$39,110 USD"
4S3BL616687222874,2008,Subaru,Legacy,SEDAN 4-DR,Sedan/Saloon,4,,20 miles/gallon,27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$20,495 USD"
WBA8D9G58JNU70663,2018,BMW,3-Series,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,33 miles/gallon,3.0L L6 DOHC 24V,8A,AWD,"$42,250 USD"
5NMSH13E89H315446,2009,Hyundai,Santa Fe,SPORT UTILITY 4-DR,Wagon,,,17 miles/gallon,24 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$28,845 USD"
1N4AL3AP8FN342290,2015,Nissan,Altima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,38 miles/gallon,2.5L L4 DOHC 16V,CVT,FWD,"$28,150 USD"
3N1AB7AP1KL625793,2019,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,35 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,"$17,990 USD"
2FMPK3J98JBC00403,2018,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,29 miles/gallon,2.0L L4 DOHC 16V,6A,FWD,"$31,955 USD"
3FAFP07106R233623,2006,Ford,Fusion,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,29 miles/gallon,3.0L V6 DOHC 24V,6A,FWD,"$20,625 USD"
JTEDP21A750085647,2005,Toyota,Highlander,SPORT UTILITY 4-DR,Wagon,4,Gasoline,19 miles/gallon,25 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$26,190 USD"
2MEFM74V07X619916,2007,Mercury,Grand Marquis,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),17 miles/gallon,25 miles/gallon,4.6L V8 OHC 16V FFV,4A,RWD,"$24,910 USD"
1GCRKTE72DZ128511,2013,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$39,580 USD"
