Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
KL4CJFSB2GB559389,2016,Buick,Encore,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,23 miles/gallon,30 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,AWD,"$27,855 USD"
1GNSKBE05BR269415,2011,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$45,680 USD"
1FAHP2E83DG123710,2013,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,29 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$28,800 USD"
JTDKARFU3G3511876,2016,Toyota,Prius,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,58 miles/gallon,53 miles/gallon,1.8L L4 DOHC 16V HYBRID,CVT,FWD,"$24,700 USD"
5FNRL38709B044967,2009,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,17 miles/gallon,25 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$34,755 USD"
1FMCU9D74AKC73795,2010,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 - 19 miles/gallon,24 - 25 miles/gallon,2.5L L4 DOHC 16V,6A,AWD,"$25,290 USD"
1GKFK66U63J319567,2003,GMC,Yukon Denali,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Gasoline,12 miles/gallon,16 miles/gallon,6.0L V8 OHV 16V,4A,4WD,"$50,960 USD"
1FTRF3B6XBEC60050,2011,Ford,F-350 SD,REGULAR CAB PICKUP 2-DR,Pickup,,Gasoline,,,6.2L V8 OHV 16V,6A,4WD,"$32,195 USD"
1FDXW47R78EC31707,2008,Ford,F-450 SD,CHASSIS AND CREW CAB 4-DR,Incomplete - Chassis Cab (Single Cab),,Diesel,,,6.4L V8 OHV 32V TURBO DIESEL,,4WD,
3GNTKFE76DG255907,2013,Chevrolet,Avalanche,SPORT UTILITY 4-DR,Sport Utility Truck (SUT),4,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$41,675 USD"
5FNRL18073B084946,2003,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,18 miles/gallon,25 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$29,900 USD"
WBA5A5C59FD517335,2015,BMW,5-Series,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,34 miles/gallon,2.0L L4 DOHC 16V TURBO,8A,RWD,"$49,750 USD"
JF1SG63657H737025,2007,Subaru,Forester,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,22 - 23 miles/gallon,28 - 29 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$21,195 USD"
1HGCP26308A033321,2008,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$21,160 USD"
5J6RE4H56AL000188,2010,Honda,CR-V,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,20 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,5A,4WD,"$25,095 USD"
JHMGE8H54BC000629,2011,Honda,Fit,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,27 miles/gallon,33 miles/gallon,1.5L L4 SOHC 16V,5A,FWD,"$17,710 USD"
1GKKVTKD9EJ107775,2014,GMC,Acadia,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$48,675 USD"
1GKEV23D09J202270,2009,GMC,Acadia,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$38,250 USD"
1D4GP45R06B713540,2006,Dodge,Caravan,SPORTS VAN,Van,,Gasoline,19 miles/gallon,26 miles/gallon,3.3L V6 OHV 12V,4A,FWD,"$22,420 USD"
JTDKB20U777660989,2007,Toyota,Prius,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,4,Gasoline,60 miles/gallon,51 miles/gallon,1.5L L4 DOHC 16V HYBRID,CVT,FWD,"$22,175 USD"
3GNEK13T13G144692,2003,Chevrolet,Avalanche,SPORT UTILITY TRUCK 4-DR,Sport Utility Truck (SUT),4,Gasoline,13 miles/gallon,17 miles/gallon,5.3L V8 OHV 16V,4A,4WD,"$35,150 USD"
1N4AL3AP6HC178309,2017,Nissan,Altima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,39 miles/gallon,2.5L L4 DOHC 16V,CVT,FWD,"$22,900 USD"
JF2SH6CC3AH716373,2010,Subaru,Forester,SPORT UTILITY 4-DR,Wagon,4,,20 miles/gallon,26 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$22,795 USD"
4S4BP61C887335182,2008,Subaru,Outback,WAGON 4-DR,Wagon,,,19 - 20 miles/gallon,26 - 27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$23,595 USD"
JNKCA31A8YT120219,2000,Infiniti,I30,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,28 miles/gallon,3.0L V6 DOHC 24V,4A,FWD,"$29,465 USD"
2D4RN5D10AR301113,2010,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,16 - 17 miles/gallon,23 - 25 miles/gallon,3.8L V6 OHV 12V,6A,FWD,"$26,730 USD"
5LMTJ2AH0FUJ42708,2015,Lincoln,MKC,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,2.3L L4 DOHC 16V,6A,AWD,"$35,595 USD"
4S4BP62C087339922,2008,Subaru,Outback,WAGON 4-DR,Wagon,,,20 miles/gallon,27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$27,395 USD"
1HGCG16432A081518,2002,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,28 miles/gallon,3.0L V6 SOHC 24V,4A,FWD,"$22,600 USD"
2C4RC1BG2CR252826,2012,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Flexible Fuel Vehicle (FFV),17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$29,995 USD"
1C4PJMCB8HW621172,2017,Jeep,Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,21 miles/gallon,28 miles/gallon,2.4L L4 DOHC 16V,9A,4WD,"$27,545 USD"
1FTPW14V87KA72703,2007,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Flexible Fuel Vehicle (FFV),14 miles/gallon,18 miles/gallon,5.4L V8 SOHC 24V FFV,4A,4WD,"$34,625 USD"
KM8SC73DX3U555425,2003,Hyundai,Santa Fe,SPORT UTILITY 4-DR,Wagon,,,18 miles/gallon,24 miles/gallon,2.7L V6 DOHC 24V,4A,4WD,"$21,599 USD"
1GKEK13Z24J105112,2004,GMC,Yukon,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),14 - 15 miles/gallon,18 - 19 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$38,160 USD"
4S3BNAB62H3044044,2017,Subaru,Legacy,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,34 miles/gallon,2.5L H4 SOHC 16V,CVT,AWD,"$23,995 USD"
1GNEK13ZX3R318988,2003,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),13 - 14 miles/gallon,17 - 18 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$37,000 USD"
1GNKRGKD1DJ112661,2013,Chevrolet,Traverse,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$33,725 USD"
3GTRCVE0XAG232994,2010,GMC,Sierra 1500,CREW CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),13 - 14 miles/gallon,19 - 20 miles/gallon,5.3L V8 OHV 16V FFV,6A,RWD,"$31,835 USD"
1C6RR7MT2DS708486,2013,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,19 miles/gallon,5.7L V8 OHV 16V,6A,4WD,"$41,505 USD"
5NPEB4AC9DH544599,2013,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,35 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$20,895 USD"
1HGCP2F47AA039437,2010,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$22,855 USD"
2GKFLVE3XG6178585,2016,GMC,Terrain,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,29 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$35,725 USD"
1FAFP55S14A208794,2004,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,27 miles/gallon,3.0L V6 DOHC 24V,4A,FWD,"$22,500 USD"
1D4HB48D15F564727,2005,Dodge,Durango,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 - 14 miles/gallon,18 miles/gallon,5.7L V8 OHV 16V,5A,4WD,"$33,815 USD"
1C4SDJDT5EC278728,2014,Dodge,Durango,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 17 miles/gallon,22 - 24 miles/gallon,5.7L V8 OHV 16V,8A,AWD,"$38,395 USD"
JTMBK31V565002109,2006,Toyota,RAV4,SPORT UTILITY 4-DR,Wagon,5,Gasoline,21 miles/gallon,28 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$25,870 USD"
5FNRL38678B021451,2008,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,17 miles/gallon,25 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$32,210 USD"
1FMFK18517LA81024,2007,Ford,Expedition,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,5.4L V8 SOHC 16V,6A,4WD,"$41,195 USD"
2C8GP64L55R270676,2005,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,18 miles/gallon,25 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$35,530 USD"
1GNEK13R4XR153204,1999,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,12 miles/gallon,16 miles/gallon,5.7L V8 OHV 16V,4A,4WD,"$32,520 USD"
1B3BD1FB8BN560917,2011,Dodge,Avenger,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,31 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$21,245 USD"
2A8HR54109R673553,2009,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,16 miles/gallon,23 miles/gallon,3.8L V6 OHV 12V,6A,FWD,"$29,645 USD"
2A8HR54P68R827010,2008,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,16 miles/gallon,23 miles/gallon,3.8L V6 OHV 12V,6A,FWD,"$28,210 USD"
2GNFLGE32G6275407,2016,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,29 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$31,490 USD"
2HKYF18506H002138,2006,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 SOHC 24V,5A,4WD,"$33,045 USD"
WBADT63413CK31161,2003,BMW,5-Series,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 - 21 miles/gallon,27 - 30 miles/gallon,3.0L L6 DOHC 24V,5A,RWD,"$41,100 USD"
1GCRKSE7XDZ284354,2013,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$35,010 USD"
1G1ZE5ST2HF212882,2017,Chevrolet,Malibu,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,1.5L L4 DOHC 16V,6A,FWD,"$25,125 USD"
1FALP52U5RA224965,1994,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,29 miles/gallon,3.0L V6 OHV 12V,4A,FWD,"$16,240 USD"
1HGCG16522A043500,2002,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,28 miles/gallon,3.0L V6 SOHC 24V,4A,FWD,"$25,300 USD"
4S3BH675X26643610,2002,Subaru,Outback,WAGON 4-DR,Wagon,4,,21 - 22 miles/gallon,27 miles/gallon,2.5L H4 SOHC 16V,5M,AWD,"$22,895 USD"
1HGCM56304A046414,2004,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$20,100 USD"
5GZCZ53477S850977,2007,Saturn,Vue,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,20 miles/gallon,28 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$21,750 USD"
1GNSKKE7XDR184618,2013,Chevrolet,Suburban,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$58,440 USD"
1G1FB1RS8H0177835,2017,Chevrolet,Camaro,COUPE 2-DR,Coupe,2,Gasoline,21 miles/gallon,30 miles/gallon,3.6L V6 DOHC 24V,6A,RWD,"$26,305 USD"
3C4PDCGB7FT670278,2015,Dodge,Journey,SPORT UTILITY 4-DR,Hatchback/Liftback/Notchback,,Gasoline,17 - 19 miles/gallon,25 - 26 miles/gallon,2.4L L4 DOHC 16V,4A,FWD,"$24,995 USD"
2FMDK49C78BA98112,2008,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$32,845 USD"
2CNFLNEC8B6387825,2011,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 - 20 miles/gallon,22 - 29 miles/gallon,2.4L L4 DOHC 16V,6A,AWD,"$27,970 USD"
2FMDK4AC6ABA74661,2010,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$35,770 USD"
1FMCU9GD5KUB38459,2019,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,22 miles/gallon,28 miles/gallon,1.5L L4 DOHC 16V,6A,4WD,"$28,000 USD"
2FMDK4JC2DBA97858,2013,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,18 miles/gallon,25 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$33,030 USD"
2C4RDGCG8ER209951,2014,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$26,795 USD"
JTEES42A482039277,2008,Toyota,Highlander,SPORT UTILITY 4-DR,Wagon,5,Gasoline,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$34,150 USD"
4T3BK3BB6CU067866,2012,Toyota,Venza,WAGON 5-DR,Wagon,5,Gasoline,18 miles/gallon,25 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$33,050 USD"
JTDKDTB35D1556763,2013,Toyota,Prius c,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,53 miles/gallon,46 miles/gallon,1.5L L4 DOHC 16V HYBRID,CVT,FWD,"$19,080 USD"
1GCRKSE76DZ138761,2013,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$35,010 USD"
1GNSKGKC9JR200463,2018,Chevrolet,Suburban,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$53,150 USD"
1FM5K7D86JGB77942,2018,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$34,020 USD"
3C4PDDGGXHT553427,2017,Dodge,Journey,SPORT UTILITY 4-DR,Hatchback/Liftback/Notchback,,Gasoline,16 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$29,795 USD"
4T1BF28BXYU113706,2000,Toyota,Avalon,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,29 miles/gallon,3.0L V6 DOHC 24V,4A,FWD,"$25,545 USD"
2A8HR54P78R788461,2008,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,16 miles/gallon,23 miles/gallon,3.8L V6 OHV 12V,6A,FWD,"$28,210 USD"
5GAKRCED4CJ106334,2012,Buick,Enclave,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$39,715 USD"
2C4RDGEG7KR646056,2019,Dodge,Grand Caravan,SPORTS VAN,Minivan,4,Gasoline,,,3.6L V6 DOHC 24V,6A,FWD,
5N1DR2MMXKC619329,2019,Nissan,Pathfinder,SPORT UTILITY 4-DR,Wagon,4,Gasoline,19 miles/gallon,26 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$44,260 USD"
5TDKK3DC9BS004752,2011,Toyota,Sienna,SPORTS VAN,Wagon,5,Gasoline,18 miles/gallon,24 miles/gallon,3.5L V6 EFI DOHC 24V,5A,FWD,"$29,200 USD"
5GAKRCED1CJ239035,2012,Buick,Enclave,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$39,715 USD"
NM0GE9F75E1152282,2014,Ford,Transit Connect,WINDOW VAN,Wagon,,Gasoline,20 miles/gallon,28 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$26,525 USD"
1FM5K7D89EGA41097,2014,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,,,3.5L V6 DOHC 24V,6A,FWD,"$32,600 USD"
1G4PW5SK4G4172295,2016,Buick,Verano,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),21 miles/gallon,32 miles/gallon,2.4L L4 DOHC 16V FFV,6A,FWD,"$24,065 USD"
JTDKB22UX63199760,2006,Toyota,Prius,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,4,Gasoline,60 miles/gallon,51 miles/gallon,1.5L L4 DOHC 16V HYBRID,CVT,FWD,"$21,725 USD"
1FBZX2CG6FKB21768,2015,Ford,Transit,PASSENGER VAN,Wagon,,Gasoline,,,3.5L V6 DOHC 24V,6A,RWD,"$37,500 USD"
1GCRKSE35BZ148935,2011,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$33,380 USD"
1J4RR6GT4BC560535,2011,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 - 16 miles/gallon,19 - 22 miles/gallon,5.7L V8 OHV 16V,5A,4WD,"$41,910 USD"
3GCUKREC4EG220862,2014,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,16 - 17 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$38,325 USD"
1G1BE5SM2H7117324,2017,Chevrolet,Cruze,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,30 miles/gallon,40 miles/gallon,1.4L L4 DOHC 16V TURBO,6A,FWD,"$21,450 USD"
3GTRKWE28AG124433,2010,GMC,Sierra 1500,CREW CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),13 - 14 miles/gallon,19 - 20 miles/gallon,6.2L V8 OHV 16V FFV,6A,4WD,"$42,275 USD"
JN8AZ1MW3EW518241,2014,Nissan,Murano,SPORT UTILITY 4-DR,Wagon,4,Gasoline,18 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$36,990 USD"
1FDBF2B60GEC18159,2016,Ford,F-250 SD,REGULAR CAB PICKUP 2-DR,Incomplete,,Gasoline,,,6.2L V8 OHV 16V,6A,4WD,"$35,180 USD"
1G1PA5SH8F7229689,2015,Chevrolet,Cruze,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 miles/gallon,35 miles/gallon,1.8L L4 DOHC 16V FFV,6A,FWD,"$18,870 USD"
2GNFLEEK0F6393773,2015,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,29 miles/gallon,2.4L L4 DOHC 16V FFV,6A,AWD,"$26,270 USD"
1FMCU9G91EUE40394,2014,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,21 - 22 miles/gallon,28 - 30 miles/gallon,2.0L L4 DOHC 16V,6A,4WD,"$27,300 USD"
JF2SH6AC3AG711280,2010,Subaru,Forester,SPORT UTILITY 4-DR,Wagon,4,,20 miles/gallon,26 miles/gallon,2.5L H4 SOHC 16V,5M,AWD,"$20,295 USD"
WAULC68EX4A180446,2004,Audi,A4,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,30 miles/gallon,1.8L L4 DOHC 20V TURBO,6M,AWD,"$27,750 USD"
2LMDJ8JCXABJ28526,2010,Lincoln,MKX,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,6A,AWD,"$40,195 USD"
5XYKT3A69FG572742,2015,Kia,Sorento,SPORT UTILITY 4-DR,Wagon,4,Gasoline,20 miles/gallon,27 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$24,100 USD"
3GCPYCEF2LG189885,2020,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,14 miles/gallon,18 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$41,900 USD"
5TFUY5F17EX414821,2014,Toyota,Tundra,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,17 miles/gallon,5.7L V8 DOHC 32V,6A,4WD,"$34,015 USD"
1ZVBP8JS9A5127124,2010,Ford,Shelby GT500,COUPE 2-DR,Coupe,2,Gasoline,14 miles/gallon,22 miles/gallon,5.4L V8 DOHC 32V SUPERCHARGED,6M,RWD,"$46,325 USD"
2G1WT58NX79321566,2007,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 - 21 miles/gallon,29 - 31 miles/gallon,3.5L V6 OHV 12V,4A,FWD,"$21,625 USD"
2HGFG3A8XDH520382,2013,Honda,Civic,COUPE 2-DR,Coupe,2,Gasoline,28 miles/gallon,36 miles/gallon,2.3L L4 SOHC 16V,5M,FWD,"$20,015 USD"
4S4BSANC9J3289208,2018,Subaru,Outback,WAGON 4-DR,Wagon,4,Gasoline,25 miles/gallon,32 miles/gallon,2.5L H4 DOHC 16V,CVT,AWD,"$32,695 USD"
3N1AB7AP0KY414068,2019,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,35 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,"$17,990 USD"
3N1AB7AP6HY346965,2017,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,35 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,"$16,990 USD"
1FALP5247RG274960,1994,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,29 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$16,240 USD"
1LNHM83W44Y688562,2004,Lincoln,Town Car,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,25 miles/gallon,4.6L V8 SOHC 16V,4A,RWD,"$44,515 USD"
1GYEE637070181172,2007,Cadillac,SRX,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,22 miles/gallon,3.6L V6 OHV 24V,5A,RWD,"$37,225 USD"
1J4GL58K22W252805,2002,Jeep,Liberty,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,20 miles/gallon,3.7L V6 SOHC 12V,4A,4WD,"$23,205 USD"
1GNDS13S322270921,2002,Chevrolet,TrailBlazer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,22 miles/gallon,4.2L L6 DOHC 24V,4A,RWD,"$25,885 USD"
1D4GP45R56B563554,2006,Dodge,Caravan,SPORTS VAN,Van,,Gasoline,19 miles/gallon,26 miles/gallon,3.3L V6 OHV 12V,4A,FWD,"$22,420 USD"
2G4WS52J811266651,2001,Buick,Century,SEDAN 4-DR,Sedan/Saloon,4,,20 miles/gallon,30 miles/gallon,3.1L V6 OHV 12V,4A,FWD,"$20,020 USD"
